"COSTCO WHSE #1161,Restaurants"
"COSTCO GAS #1161,Gas"
"COSTCO WHSE #1161,Groceries"
"INTERNET PAYMENT - THANK YOU,Credit Card Payment"
"ALDI 44057 FORT WAYNE IN,Groceries"
"MEIJER # 124 FORT WAYNE IN,Groceries"
"Payment Thank You-Mobile,Credit Card Payment"
"NIPSCO           UTIL PYMT  3312,Utilities"
"Payment to Chase card ending in,Credit Card Payment"
"QuickPay with Zelle payment to H,Mobile Phone"
"WAL-MART SC - #1425 COLUMBIA CIT,Groceries"
"DISCOVER         E-PAYMENT  6252,Credit Card Payment"
"Deposit - CAPGEMINI AMERICDIRECT DEP190731,Paycheck"
"Interest Paid,Interest Income"
"CAPGEMINI AMERIC DIRECT DEP,Paycheck"
"Withdrawal - CENLAR LOAN ADM 1 TIME DFT072919,Mortgage & Rent"
"WAL-MART SC - #1425 COLUMBIA CIT,Groceries"
"ICON TRAVEL INSURANCE 888-301928,Insurance"
"Electronic Payment / GOVINDARA ZELLE 184502026402,Transfer"
"QuickPay with Zelle payment from,Transfer"
"SUNOCO 0420776700 CLYDE OH,Gas"
"SQ *DOSA HUT FINE INDI NIAGARA F,Food & Dining"
"STARBUCKS 4OH10 CLYDE OH,Snacks"
"SQ *DOSA HUT FINE INDI NIAGARA F,Food & Dining"
"Withdrawal - HSBCBK SV WEBXFRTRANSFER  190802,Credit Card Payment"
"QUALITY INN NIAGARA FALLSNY,Travel and Stay"
"NIAGARA FALLS F&B NIAGARA FALLSN,Snacks"
"CAVE OF THE WINDS 716-278-0337 N,Amusement"
"INDIA STAR KENMORE NY,Food & Dining"
"NIAGARA RESERVATION SP NIAGARA F,Amusement"
"NIAGARA RESERVATION POS5 NIAGARA,Parking"
"SUNOCO 0200448900 TONAWANDA NY,Gas"
"BP#8726481GOOD TO GO #95 WARSAW,Gas"
"IL TOLLWAY-AUTOREPLENI 8008,Auto & Transport"
"INDIANA - AMERIC PAYMENT,Water"
"Online Transfer 8507619052 to TM,Transfer"
"QuickPay with Zelle payment to S,Transfer"
"QuickPay with Zelle payment from,Transfer"
"ALDI 62038 WARSAW IN,Groceries"
"COSTCO GAS #1161,Gas"
"HSBCBK SV WEBXFR TRANSFER   1740,Credit Card Payment"
"SWAT ENTERPRISES 517-322-2999 MI,Home Improvement"
"Electronic Payment / GOVINDARA ZELLE 065101004276,Transfer"
"QuickPay with Zelle payment from,Transfer"
"ZIMMER INC PAYROLL,Paycheck"
"CHECK 99,Check"
"ALDI 62038 WARSAW IN,Groceries"
"MEIJER # 267 WARSAW IN,Groceries"
"HSBCBK SV WEBXFR TRANSFER   1746,Credit Card Payment"
"COMCAST CHICAGO 800-COMCAST IL,Internet"
"ICI*FEE WARSAW WEB PMT 877-256-8,Waste Water"
"CITY OF WARSAW 574-372-9560 IN,Waste Water"
"INTEREST PAYMENT,Interest Income"
"COSTCO GAS #1161,Gas"
"Deposit - CAPGEMINI AMERICDIRECT DEP190815,Paycheck"
"DON AYRES HONDA FORT WAYNE IN,Service & Parts"
"CAPGEMINI AMERIC DIRECT DEP,Paycheck"
"Deposit - R GOVINDARAJAN  T-MOBILE MONEY   EXT TRNSFR 190815,Transfer"
"FORT WAYNE HALAL MARKET FORT WAY,Groceries"
"INTERNET PAYMENT - THANK YOU,Credit Card Payment"
"TABLEAU-EVENTCORE XXXXXX3400 WA,Uncategorized"
"MEMBERSHIP FEE AUG 19-JUL 2,Fees & Charges"
"WAL-MART SC - #1304 WARSAW IN,Groceries"
"ALDI 62038 WARSAW IN,Groceries"
"MURPHY6726ATWALMART WARSAW IN,Gas"
"HARBOR FREIGHT TOOLS 839 WARSAW,Home Improvement"
"Payment Received - Thank You!,Credit Card Payment"
"BP#8726481GOOD TO GO #95 WARSAW,Gas"
"9251 Great Clips at Gr WARSAW IN,Hair"
"KOHLS #0998 WARSAW IN,Clothing"
"DISCOVER         E-PAYMENT  6252,Credit Card Payment"
"MEIJER # 267 WARSAW IN,Groceries"
"LASSUS 33 45010519 WARSAW IN,Gas"
"Withdrawal - HONDA PMT       8005426632B19231,Auto Payment"
"Payment Thank You - Web,Credit Card Payment"
"Payment to Chase card ending in,Credit Card Payment"
"Party supplies,Entertainment"
"SAMS CLUB - #6313 FORT WAYNE IN,Gas"
"SAMS CLUB - #6313 FORT WAYNE IN,Groceries"
"ZIMMER INC PAYROLL,Paycheck"
"DISCOVER BANK PREARRANGE,Transfer"
"SAMS CLUB - #6313 FORT WAYNE IN,Fast Food"
"OLLIES BARGAIN OUTLET 15 FORT WA,Furnishings"
"PIZZA HUT WARSAW IN,Fast Food"
"BURLINGTON STORES 872 FORT WAYNE,Clothing"
"QuickPay with Zelle payment to V,Groceries"
"NIPSCO           UTIL PYMT  3312,Utilities"
"SAMS CLUB - #6313 FORT WAYNE IN,Groceries"
"SAMS CLUB - #6313 FORT WAYNE IN,Groceries"
"Deposit - SBI 0828 1226 616141 5703 YMCA Park Drive E  Ft Wayne     IN,Transfer"
"CHECK,Transfer"
"CHECK 98,Service & Parts"
"Deposit - CAPGEMINI AMERICDIRECT DEP190830,Paycheck"
"FORT WAYNE HALAL MARKET FORT WAY,Groceries"
"MARATHON PETRO57034 WARSAW IN,Gas"
"INTERNET PAYMENT - THANK YOU,Credit Card Payment"
"CAPGEMINI AMERIC DIRECT DEP,Paycheck"
"Withdrawal - CENLAR LOAN ADM 1 TIME DFT062719,Mortgage & Rent"
"ALDI 62038 WARSAW IN,Groceries"
"WAL-MART SC - #1304 WARSAW IN,Groceries"
"MARATHON PETRO57034 WARSAW IN,Gas"
"DOLLAR TREE WARSAW IN,Lawn & Garden"
"INDIANA - AMERIC PAYMENT,Water"
"MEIJER # 124 FORT WAYNE IN,Groceries"
"SAMS CLUB - #6313 FORT WAYNE IN,Groceries"
"MYP*WARSAWCSFOODSERVICE WARSAW I,Fast Food"
"KOSCIUSKO COMMUNITY YMCA 574-269,Day Care"
"SAMSCLUB #6313,Groceries"
"MARATHON PETRO57034 WARSAW IN,Gas"
"CHECK 151,Waste Water"
"DOLLAR TREE WARSAW IN,Clothing"
"HARBOR FREIGHT TOOLS 839 WARSAW,Home Improvement"
"FORT WAYNE HALAL MARKET FORT WAY,Groceries"
"MEIJER # 267 WARSAW IN,Groceries"
"ALDI 62038 WARSAW IN,Groceries"
"EXC - ADV DEP LAS VEGAS NV,Amusement"
"INTEREST PAYMENT,Interest Income"
"SPIRIT AIRLINES SOUTH FLORIDA FL,Air Travel"
"COSTCO WHSE #1161 FORT WAYNE IN,Groceries"
"COMCAST CHICAGO 800-COMCAST IL,Internet"
"COSTCO GAS #1161,Gas"
"COSTCO WHSE #1161,Groceries"
"CASHBACK BONUS REDEMPTION PYMT/S,Bonus"
"COSTCO WHSE #1161,Groceries"
"COSTCO GAS #1161,Gas"
"COSTCO WHSE #1161,Groceries"
"IC FEE WARSAW    WEB PAYMNT 3894,Fees & Charges"
"CITY OF WARSAW   UTILITY    3894,Utilities"
"MARATHON PETRO57034 WARSAW IN,Gas"
"MARATHON PETRO57034 WARSAW IN,Fast Food"
"LYCAMOBILE, USA  PRIVACYCOM,Uncategorized"
"UNUM returns,Income"
"UNUM returns,Income"
"Withdrawal - HONDA PMT       8005426632B19262,Auto Payment"
"CVS/PHARMACY #06462 WARSAW IN,Party & Farewell"
"MEIJER # 267 WARSAW IN,Groceries"
"WAL-MART SC - #1304 WARSAW IN,Groceries"
"YOUR CASH REWARD/REFUND IS,Income"
"OLLIES BARGAIN OUTLET 158,Home Improvement"
"IXL LEARNING     PRIVACYCOM,Education"
"COSTCO GAS #1161,Gas"
"FORT WAYNE HALAL MARKET FORT WAY,Groceries"
"MARATHON PETRO57034 WARSAW IN,Gas"
"NIPSCO           UTIL PYMT  3312,Utilities"
"PIZZA HUT FORT WAYNE IN,Fast Food"
"IN BMV WARSAW 448 WARSAW IN,BMV"
"USPS KIOSK XXXXXX9550 FORT WAYNE,Shipping"
"MEIJER # 267 WARSAW IN,Groceries"
"WAL-MART SC - #1419 FORT WAYNE I,Party & Farewell"
"WAL-MART SC - #1419 FORT WAYNE I,Groceries"
"COOK'S ORCHARD FORT WAYNE IN,Food & Dining"
"Interest Paid,Interest Income"
"QuickPay with Zelle payment to H,Mobile Phone"
"COSTCO GAS #1161,Gas"
"COSTCO WHSE #1161,Groceries"
"COSTCO WHSE #1161 FORT WAYNE IN,Fast Food"
"Withdrawal - CENLAR LOAN ADM 1 TIME DFT093019,Mortgage & Rent"
"COSTCO GAS #1161,Gas"
"CASHBACK BONUS REDEMPTION PYMT/S,Bonus"
"Withdrawal - CENLAR LOAN ADM 1 TIME DFT093019,Mortgage & Rent"
"WPY*HELP ARULRAJ PRIVACYCOM,Gifts & Donations"
"WPY*GOFUNDME     PRIVACYCOM,Gifts & Donations"
"ZIMMER INC PAYROLL,Paycheck"
"MEIJER # 267 WARSAW IN,Groceries"
"ALDI 62038 WARSAW IN,Groceries"
"WM SUPERCENTER #1419,Groceries"
"WM SUPERCENTER #1419,Groceries"
"COSTCO GAS #1161,Gas"
"COSTCO WHSE #1161,Groceries"
"COSTCO GAS #1161,Gas"
"INDIANA - AMERIC PAYMENT,Water"
"ICON TRAVEL INSURANCE,Travel"
"WM SUPERCENTER #1425,Groceries"
"PATEL BROTHERS NAPERVILLE IL,Groceries"
"MARHABA FOODS II NAPERVILLE IL,Food & Dining"
"PATEL BROTHERS NAPERVILLE IL,Snacks"
"LOT D PAY ON FOOT CHICAGO IL,Auto & Transport"
"LYCAMOBILE USA INC. UNITED STATE,Mobile Phone"
"COSTCO WHSE #1161,Groceries"
"COSTCO GAS #1161,Gas"
"CHECK 153 153,Check"
"SPEEDWAY - 1-800-643-1949, OH,Auto & Transport"
"PATEL BROTHERS XXXXX0001 - NAPERVILLE, IL,Groceries"
"IL TOLLWAY-AUTOREPLENI 8008,Auto & Transport"
"INTEREST PAYMENT,Interest Income"
"Deposit - CAPGEMINI AMERICDIRECT DEP191015,Paycheck"
"ALDI 62038 WARSAW IN,Groceries"
"WAL-MART SC - #1304 WARSAW IN,Groceries"
"COMCAST CHICAGO 800-COMCAST IL,Internet"
"PAYPAL *EBAY INC - XXXXXX7733, CA,Shopping"
"PAYPAL *ON A ROLL - XXXXXX7733, SG,Uncategorized"
"CHECK 152 152,Groceries"
"CAPGEMINI AMERIC DIRECT DEP,Paycheck"
"MEIJER # 267 WARSAW IN,Groceries"
"ALDI 62038 WARSAW IN,Groceries"
"MEIJER # 267 WARSAW IN,Groceries"
"ACH Deposit From 1ST SOURCE BANK,Paycheck"
"COSTCO GAS #1161,Gas"
"ZIMMER INC PAYROLL,Paycheck"
"CHECK 154 154,Waste Water"
"MARATHON PETRO57034 WARSAW IN,Gas"
"COSTCO WHSE #1161,Groceries"
"COSTCO GAS #1161,Gas"
"COSTCO WHSE #1161,Groceries"
"Withdrawal - HONDA PMT       8005426632B19294,Auto Payment"
"WPY*RAVI MANDLA  PRIVACYCOM,Charity"
"WAYFAIR*WAYFAIR WAYFAIR.COM MA,Furnishings"
"SULEKHA,Party & Farewell"
"KOSCIUSKO COMMUNITY YMCA 574-269,Day Care"
"WAYFAIR*WAYFAIR WAYFAIR.COM MA,Furnishings"
"Fireworks,Entertainment"
"Lunch,Restaurants"
"MEIJER # 267,Groceries"
"NIPSCO           UTIL PYMT  3312,Utilities"
"ALDI 62038,Groceries"
"COSTCO GAS #1161,Gas"
"GOODYEAR AUTO SRV CT 6729,Service & Parts"
"AMZN MKTP US*US4QW8XV3 - AMZN.COM/BILL, WA,Home Improvement"
"Range extender,Home Improvement"
"Deposit - CAPGEMINI AMERICDIRECT DEP191031,Paycheck"
"Deposit - ONLINE DEPOSIT: REF # 53147727,Income"
"Interest Paid,Interest Income"
"CAPGEMINI AMERIC DIRECT DEP,Paycheck"
"WAL-MART #1425,Groceries"
"ZIMMER INC PAYROLL,Paycheck"
"Withdrawal - CENLAR LOAN ADM 1 TIME DFT103019,Mortgage & Rent"
"COSTCO GAS #1161,Gas"
"ALDI 62038,Groceries"
"ALDI 62038,Groceries"
"PAYPAL           INST XFER  EBAY,Shopping"
"INDIANA - AMERIC PAYMENT,Water"
"BP#8726481GOOD TO GO #95,Gas"
"CHECK 155 155,Waste Water"
"SAMS CLUB FUEL#6313 6313 - FORT WAYNE, IN,Gas"
"SALSA GRILLE - YMCA,Health & Fitness"
"SAMSCLUB #6313,Groceries"
"SAMS CLUB #6313,Groceries"
"INTEREST PAYMENT,Interest Income"
"Deposit - ONLINE DEPOSIT: REF # 53202131,Income"
"Deposit - ONLINE DEPOSIT: REF # 53202125,Income"
"MCALISTER'S 101025 WARSAW IN,Restaurants"
"DOLLAR TREE,Shopping"
"WANNAR TRAVEL,Amusement"
"EXCALIBUR - FRONT DESK - LAS VEGAS, NV,Hotel"
"FOX RENT A CAR - LAS VEGAS, NV,Rental Car & Taxi"
"SPIRIT AIRLINES ONBOARD RETAIL SPIRIT - IRVING, TX,Air Travel"
"CHEVRON XXX7958/CHEVRON - HURRICANE, UT,Gas"
"WAL-MART #4557,Groceries"
"WAL-MART #1442,Groceries"
"MAVERIK #398,Gas"
"FOX RENT A CAR - LAS VEGAS, NV,Rental Car & Taxi"
"COMCAST CHICAGO 800-COMCAST IL,Internet"
"CITY OF PAGE,Parking"
"SUBWAY        00517532,Fast Food"
"BURGER KING #7070  Q07,Fast Food"
"CHEVRON 0209154,Gas"
"PANDA EXPRESS #2045,Fast Food"
"SAMSCLUB #4983,Groceries"
"BLM RED ROCK CANYON FEE,Amusement"
"WM SUPERCENTER #4356,Groceries"
"SAMSCLUB #4983,Fast Food"
"EXXONMOBIL    48266993,Gas"
"SOUTHERN NEVADA CONSERVAN,Amusement"
"UBER   *TRIP,Rental Car & Taxi"
"UBER   TRIP,Rental Car & Taxi"
"MIDWAY_ITELLER_KIOSK,Amusement"
"MIDWAY_ITELLER_KIOSK,Amusement"
"UBER   *TRIP,Rental Car & Taxi"
"UBER   TRIP,Rental Car & Taxi"
"NON-CHASE ATM FEE-INQ,ATM Fee"
"NON-CHASE ATM FEE-WITH,ATM Fee"
"NON-CHASE ATM WITHDRAW,Cash Expenses"
"Deposit - CAPGEMINI AMERICDIRECT DEP191115,Paycheck"
"SUBWAY        00573840,Fast Food"
"EXC - CASTLE COFFEE,Coffee Shops"
"MB SHARK REEF TKTS,Amusement"
"CIRCUS CIRCUS ADVNTRE DOM,Amusement"
"MANDALAY SHARK REEF SHOP,Food & Dining"
"LYFT   *RIDE THU 7PM,Rental Car & Taxi"
"M&amp;M'S LAS VEGAS 6116,Snacks"
"CAPGEMINI AMERIC DIRECT DEP,Paycheck"
"ZIMMER INC PAYROLL,Paycheck"
"FOX RENT A CAR - LAS VEGAS, NV,Rental Car & Taxi"
"FOX RENT A CAR - LAS VEGAS, NV,Rental Car & Taxi"
"HERSHEYS CHOCOLATE WORLD,Snacks"
"EXC - CASTLE COFFEE,Coffee Shops"
"SHELL OIL 60541220102,Gas"
"SHELL OIL 60541220102,Gas"
"UBER   TRIP,Rental Car & Taxi"
"GRNDCYNASSN-VERKAMPS,Amusement"
"HIGH ROLLER ONLINE,Amusement"
"EXC - CASTLE COFFEE,Coffee Shops"
"EXC- ESSENTIALS - ROYAL,Alcohol & Bars"
"GRAND CYN NP-SOUTH RIM,Amusement"
"SUBWAY        00131359,Fast Food"
"CHEVRON 0207577,Gas"
"77 WELCOME TO LV,Amusement"
"EXCALIBUR HTL SELFPARK,Parking"
"M&amp;M'S LAS VEGAS 6116,Snacks"
"MIDWAY_ITELLER_KIOSK,Amusement"
"ALDI 62038 000000000898684 - WARSAW, IN,Groceries"
"INDIA EXPRESS,Food & Dining"
"INDIA EXPRESS,Food & Dining"
"CURRY POT,Food & Dining"
"COCOLINI - HARMON,Snacks"
"INDIA EXPRESS,Food & Dining"
"BP#8833196RICKERS #38,Gas"
"7-ELEVEN 32195,Gas"
"Pajamas from Amazon,Clothing"
"INDIANAPOLIS AIRPORT AUTH,Parking"
"WANNAR TRAVEL,Travel"
"Withdrawal - HONDA PMT       8005426632B19323,Auto Payment"
"CASH REWARDS STATEMENT CREDIT,Income"
"COSTCO GAS #1161 FT WAYNE IN,Gas"
"BP#8726481GOOD TO GO #95,Gas"
"WM SUPERCENTER #1304,Groceries"
"FORT WAYNE HALAL MARKET,Groceries"
"WAL-MART #1304,Groceries"
"MALLERS-JOYNER CINEMA,Snacks"
"Lunch,Restaurants"
"SAM'S CLUB 6313 6313 - FORT WAYNE, IN,Groceries"
"WALMART/SAMS FUEL#6313 6313 - FORT WAYNE, IN,Gas"
"NIPSCO           UTIL PYMT  3312,Utilities"
"Deposit - CAPGEMINI AMERICDIRECT DEP191129,Paycheck"
"JCPENNEY - FORT WAYNE, IN,Home Improvement"
"PEKING RESTAURANT WARSAW IN,Restaurants"
"Interest Paid,Interest Income"
"BENEFIT          PAYMENT,Reimbursement"
"CAPGEMINI AMERIC DIRECT DEP,Paycheck"
"MENARDS WARSAW IN XXXXX3266 - WARSAW, IN,Home Improvement"
"MENARDS WARSAW IN XXXXX3266 - WARSAW, IN,Home Improvement"
"ZIMMER INC PAYROLL,Paycheck"
"Withdrawal - CENLAR LOAN ADM 1 TIME DFT112619,Mortgage & Rent"
"Withdrawal - CENLAR LOAN ADM 1 TIME DFT112619,Prepayment"
"ALDI 62038,Groceries"
"Mattress,Furnishings"
"SUNOCO 0155648900,Gas"
"GEICO  *AUTO,Auto Insurance"
"COSTCO WHSE #1161,Groceries"
"COSTCO WHSE #1161,Fast Food"
"Sofa,Furnishings"
"COSTCO WHSE #1161,Groceries"
"COSTCO GAS #1161,Gas"
"Monitor,Furnishings"
"CHECK 156 156,Waste Water"
"Withdrawal - TARGET DEBIT CRDACH TRAN  191208,Toys"
"INDIANA - AMERIC PAYMENT,Water"
"ALDI 62038,Groceries"
"ALDI 62038,Groceries"
"COSTCO WHSE #1161,Groceries"
"COSTCO GAS #1161,Gas"
"Withdrawal - TARGET DEBIT CRDACH TRAN  191209,Toys"
"COSTCO WHSE #1161,Groceries"
"WM SUPERCENTER #1419,Groceries"
"INTEREST PAYMENT,Interest Income"
"FORT WAYNE HALAL MARKET,Groceries"
"Deposit - CAPGEMINI AMERICDIRECT DEP191213,Paycheck"
"KOHL'S DEPT STRS CHG PYMT   0430,Clothing"
"COMCAST CHICAGO 800-COMCAST IL,Internet"
"ZIMMER INC PAYROLL,Paycheck"
"CAPGEMINI AMERIC DIRECT DEP,Paycheck"
"COSTCO GAS #1161,Gas"
"COSTCO WHSE #1161,Groceries"
"MEIJER # 267,Groceries"
"Withdrawal - TARGET DEBIT CRDACH TRAN  191213,Clothing"
"MYP*WARSAWCSFOODSERVICE,Fast Food"
"PURDUE GRADUATE SCHOOL registartion fee,Education"
"BP#8726481GOOD TO GO #95,Gas"
"ALDI 62038,Groceries"
"Withdrawal - TARGET DEBIT CRDACH TRAN  191218,Party & Farewell"
"Withdrawal - HONDA PMT       8005426632B19353,Auto Payment"
"COSTCO GAS #1161,Gas"
"COSTCO WHSE #1161,Gas"
"COSTCO WHSE #1161,Groceries"
"DUNKIN #348346,Snacks"
"THAI HOUSE RESTAURANT WARSAW IN,Restaurants"
"WM SUPERCENTER #1304,Groceries"
"2535 Dominos Pizza,Fast Food"
"BIRYANI KITCHEN,Restaurants"
"Lunch,Restaurants"
"WM SUPERCENTER #1425,Groceries"
"NIPSCO           UTIL PYMT  3312,Electricity & Gas"
"SARAGA INTERNATIONAL GROC,Groceries"
"INDIA PALACE RESTAURANT -,Restaurants"
"QuickPay with Zelle payment to H,Transfer"
"ZIMMER INC PAYROLL,Paycheck"
"Deposit - CAPGEMINI AMERICDIRECT DEP191231,Paycheck"
"Interest Paid,Interest Income"
"CAPGEMINI AMERIC DIRECT DEP,Paycheck"
"SAMSCLUB.COM,Furnishings"
"RETURNED DEPOSIT FEE - COLLECTIBLE ($5.00),ATM Fee"
"Withdrawal - CENLAR LOAN ADM 1 TIME DFT123119,Prepayment"
"MENARDS WARSAW IN,Home Improvement"
"MEIJER # 267,Groceries"
"DUNKIN' MOBILE,Snacks"
"Deposit - ONLINE DEPOSIT: REF # 53532657,Income"
"Deposit - ONLINE DEPOSIT: REF # 53532654,Income"
"INDIANA - AMERIC PAYMENT,Water"
"Withdrawal - CENLAR LOAN ADM 1 TIME DFT010220,Mortgage & Rent"
"Withdrawal - CENLAR LOAN ADM 1 TIME DFT010220,Prepayment"
"KOSCIUSKO COMMUNITY YMCA WARSAW,Health & Fitness"
"MENARDS WARSAW IN,Home Improvement"
"COSTCO GAS #1161,Gas"
"COSTCO WHSE #1161,Groceries"
"COSTCO WHSE #1161,Groceries"
"CHECK 157 157,Waste Water"
"ALDI 62038,Groceries"
"ZIMMER INC PAYROLL,Paycheck"
"COMCAST CHICAGO 800-COMCAST IL,Internet"
"RIFAAH NAWAAR    IAT PAYPAL 1007,Books & Supplies"
"INTEREST PAYMENT,Interest Income"
"QuickPay with Zelle payment to J,Phone"
"Deposit - CAPGEMINI AMERICDIRECT DEP200115,Paycheck"
"ALDI 62038,Groceries"
"KROGER 2973,Groceries"
"GOOGLE *SIMPLYAD PRIVACYCOM,Shopping"
"CAPGEMINI AMERIC DIRECT DEP,Paycheck"
"SALSA GRILLE - YMCA,Fast Food"
"FORT WAYNE HALAL MARKET FORT WAY,Groceries"
"MARATHON PETRO57034 WARSAW IN,Gas"
"PMI - Certification,Education"
"Fish buffet,Fast Food"
"WENDYS FORT WAYNE IN,Fast Food"
"JCPENNEY 1972,Clothing"
"JCPENNEY 1972,Clothing"
"COSTCO WHSE #1161,Groceries"
"COSTCO GAS #1161,Gas"
"COSTCO GAS #1161,Gas"
"IPFW             BURCHECK   2648,Tuition"
"Withdrawal - HONDA PMT       8005426632B20020,Auto Payment"
"LUnch,Restaurants"
"KOSCIUSKO COMMUNITY YMCA 574-269,Day Care"
"KALAHARI RESORT- OH - ECO,Amusement"
"ZIMMER INC PAYROLL,Paycheck"
"KALAHARI RESORT- OH,Amusement"
"MEIJER # 267,Groceries"
"WM SUPERCENTER #1304,Groceries"
"9251 Great Clips at Great,Hair"
"BWW 3554 WARSAW,Restaurants"
"COSTCO GAS #1161,Gas"
"NIPSCO           UTIL PYMT  3312,Utilities"
"GOODYEAR AUTO SRV CT 6729,Service & Parts"
"Deposit - CAPGEMINI AMERICDIRECT DEP200131,Paycheck"
"KOSCIUSKO COMMUNITY YM,Day Care"
"KOSCIUSKO COMMUNITY YMCA,Health & Fitness"
"Deposit - DISCOVER BANK   PREARRANGE,Transfer"
"Deposit - JPMorgan Chase  EXT TRNSFR200204,Transfer"
"INDIANA - AMERIC PAYMENT        ,Water"
"MEIJER # 267,Groceries"
"COSTCO GAS #1161,Gas"
"Withdrawal - CENLAR LOAN ADM 1 TIME DFT013120,Mortgage & Rent"
"Deposit - R GOVINDARAJAN  T-MOBILE MONEY   EXT TRNSFR 200204,Transfer"
"INTERNET PAYMENT - THANK YOU,Credit Card Payment"
"Payment to Chase card ending in ,Credit Card Payment"
"BENEFIT          PAYMENT        ,Interest Income"
"Payment Thank You - Web,Credit Card Payment"
"AMZN MKTP US*J07Y74Z63 AMZN.COM/,Home Improvement"
"DISCOVER         E-PAYMENT  6252,Credit Card Payment"
"SUBWAY XXXX1993 WARSAW IN,Fast Food"
"KOSCIUSKO COMMUNITY YMCA XXX-269,Babysitter & Daycare"
"Withdrawal - T-MOBILE MONEY  EXT TRNSFR200207,Transfer"
"HINDU TEMPLE,Party & Farewell"
"PATEL BROTHERS,Groceries"
"PATEL BROTHERS,Groceries"
"KOSCIUSKO COMMUNITY YMCA,Gym"
"COSTCO GAS #1161,Gas"
"COMCAST CHICAGO 800-COMCAST IL,Internet"
"CHECK,Waste Water"
"BENEFIT          PAYMENT        ,Interest Income"
"QDOBA 2732,Fast Food"
"Deposit - CAPGEMINI AMERICDIRECT DEP200214,Paycheck"
"KOSCIUSKO COMMUNITY YMCA 574-269,Babysitter & Daycare"
"CAPGEMINI AMERIC DIRECT DEP     ,Paycheck"
"SUBWAY        00026476,Fast Food"
"KUNG FU BUFFET,Restaurants"
"JCPENNEY 1972,Clothing"
"ALDI 44047,Groceries"
"WAL-MART #1304,Groceries"
"WAL-MART #1304     SE2,Groceries"
"WAL-MART #1304,Groceries"
"Payment Received - Thank You!,Credit Card Payment"
"COSTCO GAS #1161,Gas"
"AMZN MKTP US*WT2JN0Q43 AMZN.COM/,Clothing"
"MARATHON PETRO57034 WARSAW IN,Gas"
"BIRYANI KITCHEN,Food & Dining"
"Withdrawal - HONDA PMT       8005426632B20050,Auto Payment"
"KOSCIUSKO COMMUNITY YMCA 574-269,Babysitter & Daycare"
"BENEFIT          PAYMENT        ,Interest Income"
"COSTCO GAS #1161,Gas"
"COSTCO WHSE #1161,Groceries"
"DON AYRES HONDA,Service & Parts"
"AVI ZIMMER BIOMET WEST WARSAW IN,Food & Dining"
"WAL-MART #1304,Groceries"
"ALDI 62038,Groceries"
"Transfer to 5514855-002 from 5514855-001,Transfer"
"Transfer to 5514855-002 from 5514855-001,Transfer"
"Transfer to 5514855-002 from 5514855-001,Transfer"
"Transfer to 5514855-002 from 5514855-001,Transfer"
"MEIJER # 267,Groceries"
"INDIANA BMV      ACH  SSIS  2457,Registration"
"CASHBACK BONUS REDEMPTION PYMT/S,Bonus"
"INTERNET PAYMENT - THANK YOU,Credit Card Payment"
"QuickPay with Zelle payment from,Transfer"
"QuickPay with Zelle payment from,Transfer"
"Online Transfer 9230348443 to DC,Transfer"
"NIPSCO           UTIL PYMT  3312,Utilities"
"AMERICAN EXPRESS ACH PMT    W761,Credit Card Payment"
"BREHANY CHIROPRACTIC,Doctor"
"Withdrawal - CENLAR LOAN ADM 1 TIME DFT022420,Prepayment"
"BA ELECTRONIC PAYMENT,Credit Card Payment"
"BANK OF AMERICA  ONLINE PMT CKF0,Transfer"
"DISCOVER         E-PAYMENT  6252,Credit Card Payment"
"Deposit - JPMorgan Chase  EXT TRNSFR200228,Transfer"
"Deposit - CAPGEMINI AMERICDIRECT DEP200228,Paycheck"
"KOSCIUSKO COMMUNITY YMCA 574-269,Babysitter & Daycare"
"Interest Paid,Interest Income"
"CAPGEMINI AMERIC DIRECT DEP     ,Paycheck"
"BENEFIT          PAYMENT        ,Interest Income"
"Dividend,Interest Income"
"BIRYANI KITCHEN,Food & Dining"
"WM SUPERCENTER #1304,Groceries"
"MURPHY6726ATWALMART,Gas"
"AMAZON.COM*RQ2NX7OH3 AMZN.COM/BI,Shopping"
"ALDI 62038,Groceries"
"Payment to Chase card ending in ,Credit Card Payment"
"Payment Thank You - Web,Credit Card Payment"
"Withdrawal - CENLAR LOAN ADM 1 TIME DFT030220,Mortgage & Rent"
"ALDI 62038,Groceries"
"Deposit - R GOVINDARAJAN  T-MOBILE MONEY   EXT TRNSFR 200305,Transfer"
"AMERICAN EXPRESS ACH PMT    W381,Credit Card Payment"
"Withdrawal - DISCOVER BANK   NET/MOBILE,Transfer"
"BIRYANI KITCHEN,Food & Dining"
"QuickPay with Zelle payment from,Transfer"
"CHECK,Mortgage & Rent"
"INDIANA - AMERIC PAYMENT        ,Water"
"AMZN MKTP US*WW15J7IZ3 AMZN.COM/,Shopping"
"COSTCO GAS #1161,Gas"
"ALDI 62038,Groceries"
"FORT WAYNE HALAL MARKET,Groceries"
"MEIJER # 267,Groceries"
"Withdrawal - T-MOBILE MONEY  EXT TRNSFR200310,Transfer"
"Deposit - DISCOVER BANK   PREARRANGE,Transfer"
"AMZN MKTP US*DF6PB4AR3 AMZN.COM/,Shopping"
"MARATHON PETRO57034 WARSAW IN,Gas"
"Payment to Chase card ending in ,Credit Card Payment"
"CHECK,Waste Water"
"Payment Thank You - Web,Credit Card Payment"
"KOSCIUSKO COMMUNITY YMCA,Babysitter & Daycare"
